ID,半乳糖,甘胺酸(Gly),甲硫胺酸(Met),白胺酸(Leu),次亞麻油酸(18:3),灰分,肉豆蔻烯酸(14:1),肉豆蔻酸(14:0),色胺酸(Trp),辛酸(8:0),乳糖,亞麻油酸(18:2),其他脂肪酸,果糖,油酸(18:1),花生油酸(20:4),花生酸(20:0),芥子酸(22:1),癸酸(10:0),苯丙胺酸(Phe),修正熱量,胱胺酸(Cys),脂肪酸M總量,脂肪酸P總量,脂肪酸S總量,酒精含量,異白胺酸(Ile),粗脂肪,粗蛋白,組胺酸(His),脯胺酸(Pro),麥芽糖,棕櫚烯酸(16:1),棕櫚酸(16:0),硬脂酸(18:0),絲胺酸(Ser),菸鹼素,視網醇,視網醇當量(RE),酥胺酸(Thr),鈣,鈉,葉酸,葡萄糖,酪胺酸(Tyr),酪酸(4:0),鉀,飽和脂肪,精胺酸(Arg),維生素A總量(IU),維生素B1,維生素B12,維生素B2,維生素B6,維生素C,維生素D2,維生素D3,維生素D總量(IU),維生素D總量(ug),維生素E總量,維生素K1,維生素K2(MK-4),維生素K2(MK-7),銅,熱量,蔗糖,鋅,麩胺酸(Glu),糖質總量,膳食纖維,錳,磷,總碳水化合物,膽固醇,鎂,離胺酸(Lys),鐵,纈胺酸(Val),鱈烯酸(20:1),P/M/S,α-生育酚,α-胡蘿蔔素,α-維生素E當量(α-TE),β-生育酚,β-胡蘿蔔素,γ-生育酚,δ-生育酚,十七酸(17:0),十九酸(19:0),十八碳四烯酸(18:4),十三酸(13:0),十五酸(15:0),山酸(22:0),己酸(6:0),反式脂肪,天門冬胺酸(Asp),廿二碳五烯酸(22:5),廿二碳六烯酸(22:6),廿四酸(24:0),廿碳五烯酸(20:5),月桂酸(12:0),水分,水解胺基酸總量,丙胺酸(Ala)
I0400401,NA,1244,652,2052,226,1.3,0,173,275,0,NA,2724,NA,NA,5995,40,0,0,0,1073,233,318,6958,3022,4179,NA,1159,14.2,22.8,695,989,NA,963,3166,841,954,5.8,25,25,1083,5,195,9.1,NA,876,0,215,4.2,1536,83,0.04,0.16,0.15,0.27,25.9,NA,NA,NA,NA,0.33,NA,NA,NA,NA,233,NA,1.4,3665,NA,NA,NA,247,3.6,123,20,2177,1.1,1149,0,NA,0.16,NA,0.18,0.01,NA,0.14,0.02,0,0,0,0,0,0,0,NA,2302,15,18,0,0,0,58.2,23655,1456
J0406401,NA,732,478,1426,0,0.9,0,6,213,0,0,20,7,0,108,17,2,0,0,636,78,144,117,179,161,NA,828,0.5,17.2,703,527,0,6,85,60,664,3.63,0,0,771,13,178,47.3,0,641,0,127,0.2,1078,0,0.15,3.88,0.08,0.33,0.6,NA,NA,NA,NA,1.12,NA,NA,NA,NA,78,0,0.4,2650,0,NA,NA,155,0,49,25,1621,0.7,838,3,NA,1.12,NA,1.12,0,NA,0,0,5,0,0,0,2,0,0,NA,1684,6,119,0,17,0,81.3,16670,1038
D1700201,NA,15,2,20,6,0.3,0,4,0,0,0,48,0,8.1,71,0,1,23,0,23,63,5,100,55,108,NA,12,0.3,0.5,15,7,0,1,69,26,21,0.15,NA,1,19,5,1,3.7,7.4,8,0,122,0.1,51,5,0.03,NA,0.01,0.06,2.2,NA,NA,NA,NA,0.18,NA,NA,NA,0.03,64,0,0.1,126,15.6,0.2,NA,14,16.6,NA,4,26,0.1,16,6,NA,0.05,0,0.07,0.01,3,0.12,0,0,0,0,0,0,5,0,NA,30,0,1,0,0,3,82.4,443,50
D1700901,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,0,NA,37,NA,8,0,NA,NA,NA,NA,187,NA,NA,368,0.05,NA,0.01,0.05,1.8,NA,NA,NA,NA,0.23,NA,NA,NA,NA,66,NA,0.6,NA,NA,0.5,NA,24,17.4,NA,7,NA,0,NA,NA,NA,0.14,NA,0.16,0.05,221,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,NA,NA
D1700302,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,0,NA,7,NA,2,0,NA,NA,NA,NA,136,NA,NA,71,0.04,NA,0.01,0.07,1.9,NA,NA,NA,NA,0.18,NA,NA,NA,NA,52,NA,0.2,NA,NA,0.4,NA,16,13.7,NA,3,NA,0.2,NA,NA,NA,0.04,NA,0.08,0.07,43,0.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.5,NA,NA
K0100801,NA,412,536,1051,0,1.2,0,44,175,0,NA,1054,NA,NA,4761,0,0,0,0,659,134,531,5113,1054,2843,NA,626,9,12.1,312,454,NA,352,2188,611,865,0.18,380,380,568,44,151,NA,NA,499,0,139,2.8,837,1268,0.07,2.04,0.38,0.11,0,NA,NA,NA,NA,5.39,NA,NA,NA,NA,134,NA,1.2,1596,NA,NA,NA,145,0,421,17,858,2.9,750,0,NA,4.89,NA,4.94,0,NA,0.5,0,0,0,0,0,0,0,0,NA,1233,0,0,0,0,0,79.8,12648,687
K0321101,NA,1011,877,2344,86,3.5,0,171,354,0,NA,2623,NA,NA,12324,162,0,0,0,1422,439,837,13943,3113,9873,NA,1309,26.9,28.8,744,918,NA,1574,7459,2242,1892,0.83,442,442,1459,153,194,NA,NA,1070,0,241,9.9,1391,1472,0.4,1.66,1.01,1.05,0,NA,NA,NA,NA,3.08,NA,NA,NA,NA,439,NA,3.6,3624,NA,NA,NA,453,20.4,1575,31,1719,6.2,1632,45,NA,2.2,NA,2.29,0,NA,0.88,0,0,0,19,0,0,0,0,NA,2719,39,159,0,24,0,20.4,26066,746
K0113101,NA,409,633,1006,16,1.7,0,20,227,0,NA,1175,NA,NA,4175,147,0,0,0,711,132,208,4423,1407,2676,NA,582,8.5,12.8,253,223,NA,237,2147,504,828,0.09,87,87,610,50,616,NA,NA,553,0,138,2.7,663,290,0.01,1.22,0.22,0.01,0,NA,NA,NA,NA,1.23,NA,NA,NA,NA,132,NA,0.7,1599,NA,NA,NA,183,3.6,447,10,731,1.2,730,11,NA,0.86,NA,0.9,0,NA,0.36,0,4,0,0,0,0,0,0,NA,1172,13,56,0,0,0,73.4,11772,633
D1400101,NA,NA,NA,NA,42,0.5,0,13,NA,0,0,54,0,3.2,61,0,5,0,0,NA,36,NA,61,96,87,NA,NA,0.2,1,NA,NA,0,0,39,20,NA,0.78,NA,3,NA,16,7,82.8,2.9,NA,0,199,0.1,NA,25,0.02,NA,0.04,0.06,69.2,NA,NA,NA,NA,0.48,NA,NA,NA,0.002,39,0,0.1,NA,6.1,1.8,NA,23,9.3,NA,14,NA,0.3,NA,0,NA,0.34,0,0.35,0.01,15,0.13,0.01,0,0,0,0,0,5,0,NA,NA,0,0,0,0,5,89,NA,NA
A0500502,NA,361,161,664,NA,0.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,356,326,NA,NA,NA,NA,305,1.1,8.2,205,385,NA,NA,NA,NA,431,0.9,NA,NA,201,7,4,23,NA,418,NA,93,NA,735,NA,0.14,NA,0.03,0.01,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,358,NA,0.9,1488,NA,0.7,NA,55,76.8,NA,27,265,0.4,456,NA,NA,0.36,NA,0.38,0.02,NA,0.07,0.01,NA,NA,NA,NA,NA,NA,NA,NA,725,NA,NA,NA,NA,NA,13.5,7999,456
E0400101,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,0,NA,NA,0.8,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,0.1,0.7,NA,NA,0,NA,NA,NA,NA,0.19,NA,0,NA,23,27,16.2,0.9,NA,NA,151,NA,NA,0,0.02,NA,0.02,0.09,15.3,NA,NA,NA,NA,0,NA,NA,NA,0,16,0,0.2,NA,1.7,1.1,NA,19,3.3,NA,9,NA,0.3,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5,NA,NA
I0308101,NA,814,384,1155,276,0.8,2,514,175,1,0,4846,410,0,13641,39,68,42,29,631,360,536,14751,5232,12800,NA,562,32.9,14.9,534,623,0,822,8085,3951,593,3.82,24,24,754,5,44,1.2,0,501,0,262,12.8,965,81,0.57,0.81,0.13,0.28,0.7,NA,NA,NA,NA,0.51,NA,NA,NA,0,360,0,1.6,2124,0,NA,NA,132,0.5,69,15,1187,0.6,613,244,NA,0.46,NA,0.46,0,NA,0.05,0,112,0,0,0,10,5,0,NA,1330,41,30,0,0,25,51,14348,870
I0304101,NA,883,517,1581,110,1.1,0,206,248,0,0,2050,138,0,6261,30,30,26,14,851,212,773,6671,2220,5425,NA,810,14.4,19.2,805,732,0,288,3316,1792,777,5.64,14,14,877,4,40,1,0,686,0,340,5.4,1260,46,0.88,0.77,0.14,0.57,0.6,NA,NA,NA,NA,0.46,NA,NA,NA,0,212,0,1.7,2829,0,NA,NA,128,0,59,15,1621,0.6,865,95,NA,0.38,NA,0.39,0,NA,0.06,0.01,47,0,0,0,4,2,0,NA,1802,15,13,1,1,13,65.3,18929,1012
I0304201,NA,1012,523,1443,93,1,0,206,254,0,NA,1911,NA,NA,6130,0,28,79,0,770,214,427,6690,2076,5943,NA,716,14.7,19.1,593,878,NA,340,3690,1970,787,4.5,9,9,851,28,55,0,NA,634,0,318,5.9,1293,30,0.68,0.78,0.2,0.1,0.6,NA,NA,NA,NA,0.32,NA,NA,NA,NA,214,NA,2.5,2796,NA,NA,NA,204,0,32,19,1489,1.2,791,141,NA,0.28,NA,0.28,0,NA,0.04,0,50,0,0,0,0,0,0,NA,1736,35,37,0,0,0,65.8,18109,1116
J0411501,NA,1013,592,1577,121,1.3,0,230,203,0,NA,845,NA,NA,2399,102,18,94,0,810,157,391,3065,2325,2810,NA,866,8.2,19.5,484,773,NA,435,2104,417,730,5.8,63,63,837,36,60,10,NA,683,0,389,2.8,1334,210,0.1,4.11,0.11,0.41,0,NA,NA,NA,NA,5.14,NA,NA,NA,NA,157,NA,0.8,2866,NA,NA,NA,188,0,93,29,1750,0.5,932,138,NA,5.14,NA,5.14,0,NA,0,0,0,0,57,0,29,12,0,NA,1886,174,750,0,276,0,72,18912,1185
K0311101,NA,453,383,1147,111,0.9,6,62,185,0,0,2009,81,0,4645,244,3,0,0,671,163,166,5044,2493,4486,NA,637,12.1,12.3,443,525,0,375,3125,1271,927,0.12,266,267,670,58,89,52.7,0,545,0,13,4.5,750,900,0.03,1.91,0.26,0.06,0.1,NA,NA,NA,NA,3.43,NA,NA,NA,0.083,163,0,1.8,1623,0,NA,NA,212,0,547,10,1010,2.6,738,17,NA,2.31,NA,2.42,0.01,8,1.09,0.03,17,0,0,0,5,2,0,NA,1196,28,94,1,7,0,74.7,12756,686
K0110101,NA,470,475,1155,58,1.8,0,30,68,0,0,1380,51,0.2,3045,153,0,0,0,664,127,284,3309,1653,2829,NA,624,7.8,12.9,288,488,0,243,2065,734,975,0.65,209,209,658,52,494,NA,0.4,502,0,153,2.8,759,698,0.09,0.71,0.51,0.21,0,NA,NA,NA,NA,2.01,NA,NA,NA,NA,127,0,1.2,1965,0.6,NA,NA,175,3.8,393,16,1007,1.4,843,20,NA,1.33,NA,1.4,0.02,NA,0.62,0.04,0,0,0,0,0,0,0,NA,1407,0,61,0,0,0,73.6,13433,802
K0106201,NA,405,421,993,0,0.6,0,1,137,0,0,6,0,0,27,0,0,0,0,696,47,225,27,6,17,NA,581,0,10.6,257,378,0,0,9,7,743,0.08,0,0,499,3,184,NA,0,455,0,163,0,663,0,0.01,0,0.54,0.01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,47,0,0.1,1568,0,NA,NA,11,1.7,0,11,789,0.1,703,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,1176,0,0,0,0,0,87.1,11382,694
E1100201,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,NA,NA,0.18,NA,0,NA,11,815,NA,NA,NA,NA,49,NA,NA,0,0,NA,0.02,0,0,NA,NA,NA,NA,0.03,NA,NA,NA,NA,17,NA,0.1,NA,NA,2.4,NA,11,3.3,NA,1,NA,0.3,NA,NA,NA,0,0,0,0,0,0.02,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA
E1500101,NA,NA,NA,NA,4,0.7,0,2,NA,1,0,50,4,1.1,22,0,2,0,1,NA,22,NA,25,55,151,NA,NA,0.2,1.7,NA,NA,0,2,129,3,NA,0.22,NA,0,NA,10,0,NA,1.1,NA,0,303,0.2,NA,0,0.07,NA,0.06,0.08,5,NA,NA,NA,NA,0.39,NA,NA,NA,NA,25,0,0.9,NA,2.2,1.7,NA,42,4.7,NA,11,NA,0.8,NA,2,NA,0.39,NA,0.39,0,0,0,0,0,0,0,0,0,7,0,NA,NA,0,0,4,0,1,92.6,NA,NA
J0700201,NA,398,273,949,30,4.6,0,89,149,0,NA,45,NA,NA,604,97,0,37,0,473,84,242,840,2234,1291,NA,625,4.4,11.2,336,556,NA,85,976,180,640,0.51,10,10,594,6,1677,27.3,NA,501,0,75,1.3,527,33,0.01,5.87,0.29,0.06,0,NA,NA,NA,NA,1.25,NA,NA,NA,NA,84,NA,1.9,1371,NA,NA,NA,87,0,192,3,615,0.4,709,113,NA,1.2,NA,1.21,0,NA,0.05,0,23,0,36,0,23,0,0,NA,1025,143,1086,0,796,0,79.8,10582,599
D1500202,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,0.99,NA,3,NA,15,0,NA,NA,NA,NA,160,NA,NA,26,0.03,NA,0.04,0.25,131.2,NA,NA,NA,NA,0.23,NA,NA,NA,NA,40,NA,0.3,NA,NA,3.4,NA,13,10.3,NA,6,NA,0.2,NA,NA,NA,0.22,0,0.23,0.01,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.7,NA,NA
A0800101,NA,582,134,846,94,1.5,0,16,91,0,NA,3369,0,NA,4745,0,21,0,0,543,388,468,4844,3463,1908,NA,388,10.2,10.9,258,331,NA,12,1669,201,550,0.83,NA,0,385,25,4,61.1,NA,409,0,293,1.9,781,0,0.5,NA,0.07,0.09,11.9,NA,NA,NA,NA,3.69,NA,NA,NA,NA,406,NA,2,2262,NA,8.5,NA,292,67.4,NA,108,483,3.8,526,88,NA,1.3,0,1.59,0.24,0,1.46,0.69,0,0,0,0,0,0,0,NA,932,0,0,0,0,0,10,10507,538
D3100401,NA,104,6,68,NA,1.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,215,30,NA,NA,NA,NA,43,0.3,3.2,25,1147,NA,NA,NA,NA,66,1.95,NA,0,0,50,10,NA,NA,24,NA,597,NA,45,0,0.09,NA,0.12,0.12,1,NA,NA,NA,NA,0.25,NA,NA,NA,NA,227,NA,0.4,180,NA,7.7,NA,70,59.5,NA,35,69,1.7,60,NA,NA,0.25,0,0.25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,536,NA,NA,NA,NA,NA,35.8,2459,0
D3100402,NA,59,8,83,NA,1.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,213,20,NA,NA,NA,NA,49,0.2,2.7,31,982,NA,NA,NA,NA,70,1.56,NA,0,0,67,3,NA,NA,26,NA,600,NA,90,0,0.06,NA,0.15,0.15,1,NA,NA,NA,NA,0,NA,NA,NA,NA,230,NA,0.4,187,NA,10.8,NA,53,60.9,NA,34,77,2.4,62,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,445,NA,NA,NA,NA,NA,34.8,2298,58
D1700101,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.1,NA,3,NA,5,8,NA,NA,NA,NA,166,NA,NA,32,0.03,NA,0.01,0.05,2.6,NA,NA,NA,NA,0.4,NA,NA,NA,NA,69,NA,0,NA,NA,0.5,NA,25,17.7,NA,6,NA,0.2,NA,NA,NA,0.04,0,0.08,0,19,0.35,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.1,NA,NA
D1200201,NA,60,10,88,114,0.6,0,20,10,0,0,122,0,4,27,0,0,0,0,47,99,6,27,236,152,NA,48,0.4,1.5,27,102,0,0,112,20,60,0.67,NA,0,49,15,2,17.3,3.9,27,0,258,0.2,56,0,0.1,NA,0.1,0.21,27.3,NA,NA,NA,NA,0.16,NA,NA,NA,NA,102,11.6,0.2,157,19.6,1.7,NA,26,26,NA,26,65,0.5,66,0,NA,0.16,0,0.16,0,0,0,0,0,0,0,0,0,0,0,NA,107,0,0,0,0,0,71.5,1051,65
E7400402,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,0,0.7,NA,NA,NA,NA,NA,NA,NA,0.46,NA,456,NA,13,3,NA,NA,NA,NA,271,NA,NA,4562,0.08,NA,0.05,0.18,30.5,NA,NA,NA,NA,1.21,NA,NA,NA,NA,30,NA,0.2,NA,NA,1.9,NA,24,7.2,NA,11,NA,0.5,NA,NA,NA,0.77,0,0.81,0,2738,0.42,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5,NA,NA
J0409701,NA,1055,641,1965,37,1.4,7,165,289,0,0,207,51,0,1355,38,11,21,0,973,175,245,1808,927,1564,NA,1102,4.4,31.8,587,751,0,356,1134,220,904,6.6,0,0,1063,13,91,5.8,0,870,0,446,1.6,1465,0,0.04,1.45,0.06,0.56,1.6,NA,NA,NA,NA,1.92,NA,NA,NA,NA,175,0,0.9,3767,0,NA,NA,228,0,67,31,2288,0.9,1225,69,NA,1.92,NA,1.92,0,NA,0,0,11,0,19,1,12,5,1,NA,2455,97,371,3,158,2,71.7,23095,1448
J0405201,NA,809,570,1675,NA,1.3,NA,NA,236,NA,0,NA,NA,0,NA,NA,NA,NA,NA,834,82,189,NA,NA,NA,NA,881,0.2,18.8,452,588,0,NA,NA,NA,709,1.27,0,0,837,17,157,8.5,0,685,NA,396,NA,1218,0,0.09,0.44,0.05,0.09,0.5,NA,NA,NA,NA,0.29,NA,NA,NA,NA,82,0,0.6,3252,0,NA,NA,212,0.9,46,32,1877,0,932,NA,NA,0.29,NA,0.29,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2090,NA,NA,NA,NA,NA,78.9,18982,1148
A0500206,NA,296,136,544,7,0.4,0,7,102,0,0,210,1,0,198,0,2,0,0,354,355,144,201,216,222,NA,267,0.6,7.9,184,281,0,0,189,18,354,0.81,NA,1,239,5,2,11.3,0,302,0,65,0.2,553,10,0.07,NA,0.01,0.05,0,NA,NA,NA,NA,0.13,NA,NA,NA,0.009,357,0.1,1.4,1208,0.1,0.9,NA,63,77.8,NA,13,239,0.3,393,2,NA,0.11,NA,0.12,0,6,0.02,0,0,0,0,0,0,4,0,NA,586,0,0,2,0,0,13.3,6548,367
A0501301,NA,369,18,310,35,1.2,0,7,185,0,0,890,2,0,1149,0,15,2,0,441,353,202,1170,925,523,NA,362,2.6,9,227,393,0,4,439,40,478,6.32,NA,0,334,9,3,16.6,0,349,0,223,0.5,731,0,0.37,NA,0.07,0.13,0,NA,NA,NA,NA,1.1,NA,NA,NA,NA,360,0.5,2.1,1443,0.5,3.5,NA,284,73.6,NA,114,344,1.5,538,15,NA,1.04,NA,1.05,0.01,0,0.04,0,1,0,0,0,1,7,0,NA,712,0,0,13,0,0,13.6,7880,444
B0100202,NA,79,19,141,NA,0.9,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,78,16,NA,NA,NA,NA,78,0.1,2.4,66,86,NA,NA,NA,NA,135,0.36,NA,0,79,3,4,7,NA,88,NA,544,NA,227,0,0.12,NA,0.01,0.13,4.6,NA,NA,NA,NA,0.38,NA,NA,NA,NA,80,NA,0.6,288,NA,1,NA,40,17,NA,10,90,1,92,NA,NA,0.23,NA,0.29,0.12,0,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,NA,NA,79.6,1968,86
J3100201,NA,504,250,559,33,1.2,0,85,29,0,0,30,0,0,150,54,0,0,0,315,49,229,236,491,491,NA,307,1.2,9,180,406,0,70,307,73,370,1.71,16,16,353,20,194,18,0.4,307,0,135,0.5,575,52,0.01,23.46,0.33,0.04,0.9,NA,NA,NA,NA,0.68,NA,NA,NA,NA,49,0,5.6,1133,0.4,NA,NA,108,1.8,47,35,578,5.4,340,17,NA,0.46,NA,0.52,0.11,NA,0.11,0,19,0,8,0,5,0,0,NA,739,21,115,0,231,2,86.8,7660,487
J3200202,NA,5671,754,3167,29,10.9,0,65,0,0,0,36,27,0,141,65,17,0,0,1488,228,1709,232,1045,865,NA,1707,2.2,48.9,722,1169,0,43,539,187,1639,4.81,2,2,1579,39,3078,27.5,0,1290,0,901,0.9,4070,7,0.18,2.54,0.05,0.5,0,NA,NA,NA,NA,1.91,NA,NA,NA,NA,228,0,4.7,6484,0,NA,NA,613,6.1,142,108,3281,2.7,1560,49,NA,1.82,NA,1.83,0,NA,0.09,0,31,0,39,0,18,9,0,NA,3976,45,529,0,302,0,31.9,42593,2327
D3100201,0,NA,NA,NA,1,0.5,0,0,NA,0,0,4,0,5.2,1,0,0,0,0,NA,42,NA,1,4,7,NA,NA,0,1.1,NA,NA,0,0,5,1,NA,0.43,NA,7,NA,8,1,NA,5.2,NA,0,248,0,NA,71,0.03,NA,0.04,0.05,25.8,0,0,0,0,0.2,8.65,0,0,NA,46,0,0.3,NA,10.4,2.2,NA,16,11.7,NA,7,NA,0.4,NA,0,NA,0.17,NA,0.18,0.01,43,0.02,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,86.7,NA,NA
D3100102,NA,19,4,29,9,0.4,0,1,6,0,0,15,0,3.7,48,0,0,0,1,24,41,13,57,24,42,NA,20,0.1,0.9,11,19,0,8,30,7,23,0.47,NA,7,18,8,1,6.6,3.6,10,0,174,0,22,75,0.03,NA,0.03,0.04,37.2,NA,NA,NA,NA,0.18,NA,NA,NA,NA,44,0,0.2,65,7.3,1.6,NA,15,11,NA,5,26,0.3,23,1,NA,0.16,NA,0.17,0,45,0.01,0,0,0,0,0,0,0,0,NA,228,0,0,1,0,1,87.6,583,24
J0403701,NA,743,544,1556,3,1,0,13,220,0,0,30,8,0,128,20,0,0,5,738,84,241,140,180,204,NA,850,0.5,18.5,424,519,0,10,105,57,683,2.34,11,11,804,11,121,18.7,0,662,0,210,0.2,1137,35,0.01,0.84,0.04,0.34,0.6,NA,NA,NA,NA,0.18,NA,NA,NA,NA,84,0,0.4,2877,0,NA,NA,128,0,73,26,1724,0.2,858,2,NA,0.18,NA,0.18,0,NA,0,0,3,0,0,3,2,6,0,NA,1820,7,102,0,18,10,81.3,17496,1096
J0403001,NA,802,500,1371,0,1.1,0,10,196,0,0,18,10,0,117,29,2,0,0,646,68,150,131,160,160,NA,745,0.5,14.9,366,540,0,11,77,58,675,1.77,0,0,703,8,117,17.3,0,600,0,302,0.2,1055,0,0.01,0,0.05,0.16,0.7,NA,NA,NA,NA,0.4,NA,NA,NA,NA,68,0,0.5,2642,0,NA,NA,140,0.6,71,26,1563,0.4,761,3,NA,0.4,NA,0.4,0,NA,0,0,3,0,0,0,1,0,0,NA,1678,8,90,2,16,7,83,16004,1009
E7400403,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,0.74,NA,2422,NA,12,6,NA,NA,NA,NA,336,NA,NA,24218,0.08,NA,0.05,0.28,50.3,NA,NA,NA,NA,0.42,NA,NA,NA,NA,34,NA,0.2,NA,NA,1.6,NA,22,8.1,NA,12,NA,1.4,NA,NA,NA,0.22,0,0.24,0,14531,0.19,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4,NA,NA
A0520301,NA,509,239,892,NA,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,386,216,NA,NA,NA,NA,450,3.2,11.3,283,536,NA,NA,NA,NA,506,6.5,NA,NA,384,11,6,121,NA,506,NA,267,NA,922,NA,NA,NA,0.09,0.23,NA,NA,NA,NA,NA,1.08,NA,NA,NA,NA,393,NA,1.8,2062,NA,3.2,NA,193,78.1,NA,121,341,1,665,NA,NA,1.05,NA,1.05,0,NA,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,983,NA,NA,NA,NA,NA,5.9,10697,633
K0111101,NA,457,566,1133,70,1,4,35,222,0,NA,1655,NA,NA,4028,67,0,0,0,717,144,389,4305,1837,3080,NA,722,9.2,14,357,491,NA,257,2343,684,943,0.06,83,83,627,53,124,NA,NA,574,0,129,3.1,871,277,0.07,0.79,0.47,0.12,0,NA,NA,NA,NA,2.28,NA,NA,NA,NA,144,NA,1.6,1752,NA,NA,NA,183,1.7,383,13,959,2.3,840,15,NA,1.85,NA,1.9,0.02,NA,0.38,0.03,14,0,0,0,4,0,0,NA,1330,3,41,0,0,0,74,13696,746
K0150301,NA,140,101,336,6,1.2,0,8,32,0,NA,232,NA,NA,831,0,0,0,0,210,32,163,886,237,646,NA,199,1.8,3.6,102,146,NA,56,490,148,285,0,36,36,186,20,327,NA,NA,163,0,34,0.6,273,120,0.01,0.22,0.12,0.02,0,NA,NA,NA,NA,0.38,NA,NA,NA,NA,32,NA,0.5,553,NA,NA,NA,111,3.4,45,5,285,0.9,241,0,NA,0.25,NA,0.26,0,NA,0.1,0.03,0,0,0,0,0,0,0,NA,403,0,0,0,0,0,90.1,4046,227
K0313101,NA,501,475,1199,35,2.3,0,68,170,0,0,1616,6,0,4725,114,3,0,0,708,158,176,5162,1850,3877,NA,684,10.9,13.8,456,441,0,426,2813,992,882,0.18,313,313,728,83,791,NA,0,601,0,147,3.9,689,1043,0.01,0.82,0.15,0.02,0.1,NA,NA,NA,NA,1.83,NA,NA,NA,NA,158,0,1.7,1742,0,NA,NA,215,1.8,507,7,891,2.4,852,10,NA,1.29,NA,1.35,0,NA,0.5,0.04,0,0,0,0,0,2,0,NA,1306,12,70,0,4,0,71.2,13239,739
K0120801,NA,489,408,1308,371,2.9,22,127,185,0,NA,7025,NA,NA,13285,420,0,0,0,669,376,189,14247,8116,11401,NA,830,33.8,16.6,446,606,NA,854,8506,2666,1149,0.11,208,208,762,141,563,NA,NA,704,0,136,11.4,1044,692,0.1,2.85,0.46,0.33,0,NA,NA,NA,NA,7.89,NA,NA,NA,NA,376,NA,3.9,1929,NA,NA,NA,598,1.3,1270,19,1120,6.6,914,86,NA,6.42,NA,6.61,0.12,NA,1.31,0.04,78,0,12,0,25,0,0,NA,1438,9,279,0,0,0,45.3,14971,783
